Origin,Destination,Value
Ecuador,Netherlands,0
Ecuador,Panama,0
Ecuador,Peru,26
Ecuador,Rep. of Korea,0
Ecuador,Romania,0
Ecuador,Spain,20
Ecuador,Sweden,17
Ecuador,Switzerland,0
Ecuador,United Kingdom,0
Ecuador,United States of America,17082
Ecuador,Uruguay,0
Ecuador,Venezuela (Bolivarian Republic of),0
Egypt,Albania,0
Egypt,Argentina,6
Egypt,Australia,230
Egypt,Austria,257
Egypt,Bahrain,0
Egypt,Belarus,0
Egypt,Belgium,75
Egypt,Bosnia and Herzegovina,0
Egypt,Brazil,274
Egypt,Bulgaria,9
Egypt,Canada,734
Egypt,Chad,0
Egypt,Chile,0
Egypt,China,0
Egypt,"China, Hong Kong SAR",0
Egypt,Colombia,0
Egypt,Croatia,9
Egypt,Cyprus,439
Egypt,Czech Rep.,0
Egypt,CÌ«te d'Ivoire,0
Egypt,Denmark,10
Egypt,Ecuador,8
Egypt,Ethiopia,0
Egypt,Finland,13
Egypt,France,302
Egypt,Georgia,70
Egypt,Germany,3038
Egypt,Ghana,16
Egypt,Greece,685
Egypt,Hungary,0
Egypt,India,0
Egypt,Indonesia,15
Egypt,Iraq,23
Egypt,Ireland,41
Egypt,Israel,12
Egypt,Italy,968
Egypt,Jordan,564
Egypt,Kazakhstan,0
Egypt,Kenya,0
Egypt,Kuwait,18
Egypt,Latvia,0
Egypt,Lebanon,166
Egypt,Libya,0
Egypt,Lithuania,0
Egypt,Luxembourg,10
Egypt,Madagascar,0
Egypt,Malaysia,21
Egypt,Malta,14
Egypt,Mauritania,0
Egypt,Mexico,0
Egypt,Morocco,0
Egypt,Nauru,0
Egypt,Netherlands,107
Egypt,New Zealand,0
Egypt,Norway,9
Egypt,Papua New Guinea,0
Egypt,Paraguay,0
Egypt,Peru,0
Egypt,Philippines,0
Egypt,Poland,0
Egypt,Portugal,0
Egypt,Qatar,0
Egypt,Rep. of Korea,635
Egypt,Rep. of Moldova,0
Egypt,Romania,0
Egypt,Russian Federation,0
Egypt,Saudi Arabia,0
Egypt,Slovakia,0
Egypt,Slovenia,0
Egypt,Somalia,16
Egypt,South Sudan,0
Egypt,Spain,21
Egypt,Sudan,25
Egypt,Sweden,384
Egypt,Switzerland,34
Egypt,Syrian Arab Rep.,12
Egypt,Thailand,15
Egypt,Trinidad and Tobago,0
Egypt,Turkey,253
Egypt,Ukraine,19
Egypt,United Arab Emirates,0
Egypt,United Kingdom,406
Egypt,United States of America,4599
Egypt,Uruguay,0
Egypt,Yemen,0
Egypt,Zimbabwe,0
El Salvador,Argentina,26
El Salvador,Australia,18
El Salvador,Austria,0
El Salvador,Belgium,205
El Salvador,Belize,2052
El Salvador,Brazil,24
El Salvador,Canada,629
El Salvador,Chile,20
El Salvador,Colombia,0
El Salvador,Costa Rica,2037
El Salvador,Denmark,0
El Salvador,Ecuador,18
El Salvador,El Salvador,0
El Salvador,Finland,0
El Salvador,France,5
El Salvador,Germany,40
El Salvador,Greece,6
El Salvador,Guatemala,12
El Salvador,Honduras,11
El Salvador,Iceland,0
El Salvador,Ireland,0
El Salvador,Italy,2848
El Salvador,Mexico,2418
El Salvador,Netherlands,0
El Salvador,New Zealand,0
El Salvador,Nicaragua,354
El Salvador,Norway,0
El Salvador,Panama,1014
El Salvador,Paraguay,6
El Salvador,Peru,5
El Salvador,Rep. of Korea,0
El Salvador,Spain,1501
El Salvador,Sweden,159
El Salvador,Switzerland,10
El Salvador,United Kingdom,45
El Salvador,United States of America,91429
El Salvador,Uruguay,0
Equatorial Guinea,Argentina,0
Equatorial Guinea,Austria,0
Equatorial Guinea,Brazil,0
Equatorial Guinea,Cameroon,0
Equatorial Guinea,Canada,7
Equatorial Guinea,CÌ«te d'Ivoire,0
Equatorial Guinea,France,0
Equatorial Guinea,Gabon,0
Equatorial Guinea,Germany,11
Equatorial Guinea,Greece,8
Equatorial Guinea,Ireland,0
Equatorial Guinea,Italy,6
Equatorial Guinea,Mexico,0
Equatorial Guinea,Morocco,0
Equatorial Guinea,Nigeria,0
Equatorial Guinea,Norway,0
Equatorial Guinea,Spain,42
Equatorial Guinea,Sweden,5
Equatorial Guinea,Switzerland,0
Equatorial Guinea,United Kingdom,0
Equatorial Guinea,United States of America,23
Eritrea,Angola,1767
Eritrea,Argentina,0
Eritrea,Australia,28
Eritrea,Austria,89
Eritrea,Bahamas,0
Eritrea,Belarus,0
Eritrea,Belgium,350
Eritrea,Benin,0
Eritrea,Botswana,0
Eritrea,Brazil,48
Eritrea,Bulgaria,10
Eritrea,Cambodia,0
Eritrea,Cameroon,0
Eritrea,Canada,865
Eritrea,Chad,6
Eritrea,China,0
Eritrea,Colombia,0
Eritrea,Costa Rica,5
Eritrea,Croatia,0
Eritrea,Cuba,0
Eritrea,Cyprus,0
Eritrea,Czech Rep.,0
Eritrea,CÌ«te d'Ivoire,0
Eritrea,Dem. Rep. of the Congo,0
Eritrea,Denmark,187
Eritrea,Djibouti,787
Eritrea,Ecuador,0
Eritrea,Egypt,9966
Eritrea,Eritrea,0
Eritrea,Estonia,0
Eritrea,Ethiopia,216
Eritrea,Fiji,0
Eritrea,Finland,276
Eritrea,France,840
Eritrea,Georgia,69
Eritrea,Germany,6905
Eritrea,Ghana,132
Eritrea,Greece,191
Eritrea,Hungary,0
Eritrea,Iceland,0
Eritrea,India,6
Eritrea,Indonesia,25
Eritrea,Iraq,0
Eritrea,Ireland,9
Eritrea,Israel,4553
Eritrea,Italy,18570
Eritrea,Jordan,16
Eritrea,Kenya,639
Eritrea,Kuwait,24
Eritrea,Latvia,0
Eritrea,Lebanon,39
Eritrea,Lesotho,0
Eritrea,Liberia,0
Eritrea,Libya,4661
Eritrea,Liechtenstein,0
Eritrea,Lithuania,0
Eritrea,Luxembourg,245
Eritrea,Madagascar,0
Eritrea,Malawi,0
Eritrea,Malaysia,11
Eritrea,Malta,122
Eritrea,Mauritania,0
Eritrea,Mexico,0
Eritrea,Montenegro,0
Eritrea,Morocco,0
Eritrea,Mozambique,0
Eritrea,Namibia,0
Eritrea,Netherlands,295
Eritrea,New Zealand,0
Eritrea,Niger,132
Eritrea,Nigeria,9
Eritrea,Norway,442
Eritrea,Panama,39
Eritrea,Peru,0
Eritrea,Philippines,0
Eritrea,Poland,0
Eritrea,Portugal,0
Eritrea,Qatar,0
Eritrea,Rep. of Korea,5
Eritrea,Romania,0
Eritrea,Russian Federation,0
Eritrea,Rwanda,8
Eritrea,Saudi Arabia,0
Eritrea,Senegal,0
Eritrea,Serbia and Kosovo (S/RES/1244 (1999)),0
Eritrea,Slovenia,11
Eritrea,Somalia,37
Eritrea,South Africa,704
Eritrea,South Sudan,1344
Eritrea,Spain,53
Eritrea,Sri Lanka,0
Eritrea,Sudan,4901
Eritrea,Swaziland,0
Eritrea,Sweden,931
Eritrea,Switzerland,4526
Eritrea,Syrian Arab Rep.,0
Eritrea,Thailand,0
Eritrea,Tunisia,0
Eritrea,Turkey,100
Eritrea,Uganda,10026
Eritrea,Ukraine,24
Eritrea,United Arab Emirates,0
Eritrea,United Kingdom,950
Eritrea,United States of America,1697
Eritrea,Yemen,360
Eritrea,Zambia,27
Eritrea,Zimbabwe,0
Estonia,Australia,7
Estonia,Austria,0
Estonia,Belarus,0
Estonia,Brazil,0
Estonia,Canada,0
Estonia,France,0
Estonia,Germany,0
Estonia,Sweden,0
Estonia,United States of America,36
Ethiopia,Algeria,0
Ethiopia,Angola,57
Ethiopia,Argentina,0
Ethiopia,Australia,267
Ethiopia,Austria,145
Ethiopia,Belarus,0
Ethiopia,Belgium,70
Ethiopia,Bolivia (Plurinational State of),0
Ethiopia,Botswana,0
Ethiopia,Brazil,64
Ethiopia,Bulgaria,0
Ethiopia,Burundi,0
Ethiopia,Cambodia,0
Ethiopia,Canada,633
Ethiopia,Chad,14
Ethiopia,"China, Hong Kong SAR",0
Ethiopia,Colombia,0
Ethiopia,Costa Rica,0
Ethiopia,Cuba,0
Ethiopia,Cyprus,20
Ethiopia,Czech Rep.,0
Ethiopia,CÌ«te d'Ivoire,0
Ethiopia,Denmark,44
Ethiopia,Djibouti,8504
Ethiopia,Ecuador,0
Ethiopia,Egypt,11776
Ethiopia,Eritrea,0
Ethiopia,Ethiopia,0
Ethiopia,Finland,32
Ethiopia,France,554
Ethiopia,Gabon,0
Ethiopia,Georgia,0
Ethiopia,Germany,7192
Ethiopia,Ghana,5
Ethiopia,Greece,202
Ethiopia,Haiti,0
Ethiopia,Hungary,6
Ethiopia,Iceland,0
Ethiopia,India,30
Ethiopia,Indonesia,100
Ethiopia,Iraq,0
Ethiopia,Ireland,10
Ethiopia,Israel,897
Ethiopia,Italy,260
Ethiopia,Japan,0
Ethiopia,Jordan,42
Ethiopia,Kazakhstan,0
Ethiopia,Kenya,10007
Ethiopia,Kuwait,11
Ethiopia,Kyrgyzstan,0
Ethiopia,Lebanon,396
Ethiopia,Lesotho,0
Ethiopia,Libya,744
Ethiopia,Lithuania,0
Ethiopia,Luxembourg,25
Ethiopia,Malawi,31
Ethiopia,Malaysia,7
Ethiopia,Malta,34
Ethiopia,Mauritania,0
Ethiopia,Mexico,0
Ethiopia,Morocco,0
Ethiopia,Mozambique,8
Ethiopia,Namibia,0
Ethiopia,Nauru,0
Ethiopia,Netherlands,70
Ethiopia,New Zealand,7
Ethiopia,Niger,0
Ethiopia,Nigeria,0
Ethiopia,Norway,222
Ethiopia,Pakistan,0
Ethiopia,Panama,0
Ethiopia,Peru,0
Ethiopia,Philippines,0
Ethiopia,Poland,0
Ethiopia,Portugal,0
Ethiopia,Qatar,0
Ethiopia,Rep. of Korea,121
Ethiopia,Romania,0
Ethiopia,Rwanda,0
Ethiopia,Senegal,0
Ethiopia,Serbia and Kosovo (S/RES/1244 (1999)),0
Ethiopia,Slovakia,0
Ethiopia,Somalia,14456
Ethiopia,South Africa,49487
Ethiopia,South Sudan,241
Ethiopia,Spain,12
Ethiopia,Sudan,9204
Ethiopia,Swaziland,36
Ethiopia,Sweden,1022
Ethiopia,Switzerland,671
Ethiopia,Syrian Arab Rep.,0
Ethiopia,Thailand,23
Ethiopia,Togo,0
Ethiopia,Tunisia,0
Ethiopia,Turkey,216
Ethiopia,Uganda,1289
Ethiopia,Ukraine,30
Ethiopia,United Arab Emirates,0
Ethiopia,United Kingdom,494
Ethiopia,United States of America,5506
Ethiopia,Venezuela (Bolivarian Republic of),0
Ethiopia,Yemen,8317
Ethiopia,Zambia,17
Ethiopia,Zimbabwe,14
Fiji,Australia,462
Fiji,Brazil,5
Fiji,Canada,10
Fiji,Italy,0
Fiji,Malaysia,0
Fiji,New Zealand,5
Fiji,United Kingdom,0
Fiji,United States of America,196
Finland,Australia,0
Finland,Canada,0
Finland,Denmark,0
Finland,Switzerland,0
Finland,United States of America,0
France,Australia,12
France,Belarus,0
France,Brazil,25
France,Canada,25
France,Costa Rica,0
France,Ecuador,0
France,Egypt,0
France,Germany,0
France,Greece,0
France,Mexico,0
France,Morocco,0
France,Senegal,0
France,Sweden,0
France,Switzerland,0
France,Ukraine,0
France,United Kingdom,0
France,United States of America,70
France,Uruguay,0
French Guiana,Brazil,6
French Guiana,United Kingdom,0
French Guiana,United States of America,0
Gabon,Australia,0
Gabon,Austria,0
Gabon,Belgium,15
Gabon,Brazil,0
Gabon,Bulgaria,0
Gabon,Cameroon,0
Gabon,Canada,10
Gabon,Congo,0
Gabon,Dem. Rep. of the Congo,0
Gabon,France,371
Gabon,Gabon,0
Gabon,Germany,33
Gabon,Greece,0
Gabon,Italy,36
Gabon,Luxembourg,5
Gabon,Mauritania,0
Gabon,Morocco,0
Gabon,Niger,0
Gabon,Rep. of Korea,5
Gabon,Senegal,0
Gabon,Spain,0
Gabon,Sweden,0
Gabon,Switzerland,0
Gabon,Togo,0
Gabon,Turkey,9
Gabon,Ukraine,0
Gabon,United Kingdom,0
Gabon,United States of America,181
Gambia,Angola,0
Gambia,Argentina,9
Gambia,Australia,7
Gambia,Austria,219
Gambia,Bahamas,0
Gambia,Belgium,45
Gambia,Brazil,392
Gambia,Bulgaria,0
Gambia,Cameroon,0
Gambia,Canada,55
Gambia,China,10
Gambia,Colombia,0
Gambia,Costa Rica,5
Gambia,Cyprus,39
Gambia,Czech Rep.,0
Gambia,CÌ«te d'Ivoire,0
Gambia,Denmark,10
Gambia,Ecuador,0
Gambia,Egypt,0
Gambia,Estonia,0
Gambia,Finland,13
Gambia,France,80
Gambia,Gambia,0
Gambia,Germany,8839
Gambia,Ghana,0
Gambia,Greece,22
Gambia,Guinea,0
Gambia,Guinea-Bissau,0
Gambia,Hungary,0
Gambia,Indonesia,0
Gambia,Ireland,5
Gambia,Italy,10570
Gambia,Lebanon,0
Gambia,Liberia,0
Gambia,Libya,0
Gambia,Luxembourg,5
Gambia,Malta,7
Gambia,Mauritania,5
Gambia,Mexico,0
Gambia,Morocco,7
Gambia,Netherlands,68
Gambia,Niger,0
Gambia,Nigeria,0
Gambia,Norway,0
Gambia,Peru,0
Gambia,Portugal,0
Gambia,Rep. of Korea,51
Gambia,Romania,0
Gambia,Russian Federation,0
Gambia,Senegal,342
Gambia,Slovenia,0
Gambia,Spain,140
Gambia,Sudan,0
Gambia,Sweden,154
Gambia,Switzerland,50
Gambia,Thailand,0
Gambia,Trinidad and Tobago,0
Gambia,Turkey,11
Gambia,Uganda,0
Gambia,Ukraine,0
Gambia,United Kingdom,136
Gambia,United States of America,903
Gambia,Uruguay,0
Gambia,Venezuela (Bolivarian Republic of),0
Georgia,Argentina,0
Georgia,Armenia,0
Georgia,Australia,13
Georgia,Austria,734
Georgia,Belarus,0
Georgia,Belgium,260
Georgia,Brazil,0
Georgia,Bulgaria,0
Georgia,Canada,297
Georgia,Costa Rica,0
Georgia,Croatia,0
Georgia,Cyprus,101
Georgia,Czech Rep.,40
Georgia,Denmark,57
Georgia,Estonia,0
Georgia,Finland,45
Georgia,France,1394
Georgia,Georgia,0
Georgia,Germany,4673
Georgia,Greece,985
Georgia,Hungary,5
Georgia,Iceland,68
Georgia,Ireland,367
Georgia,Israel,3472
Georgia,Italy,975
Georgia,Liechtenstein,0
Georgia,Lithuania,0
Georgia,Luxembourg,40
Georgia,Malta,11
Georgia,Netherlands,36
Georgia,Nigeria,0
Georgia,Norway,7
Georgia,Peru,0
Georgia,Poland,91
Georgia,Portugal,0
Georgia,Rep. of Moldova,6
Georgia,Romania,0
Georgia,Russian Federation,10
Georgia,Spain,254
Georgia,Sweden,622
Georgia,Switzerland,254
Georgia,Ukraine,100
Georgia,United Kingdom,74
Georgia,United States of America,1469
Georgia,Uruguay,0
Germany,Argentina,0
Germany,Australia,8
Germany,Belgium,0
Germany,Brazil,8
Germany,Canada,18
Germany,Costa Rica,0
Germany,Ecuador,0
Germany,France,0
Germany,Greece,0
Germany,Hungary,0
Germany,Paraguay,0
Germany,Peru,0
Germany,Russian Federation,0
Germany,Sweden,0
Germany,Switzerland,0
Germany,United Kingdom,0
Germany,United States of America,125
Germany,Uruguay,0
Ghana,Argentina,119
Ghana,Australia,91
Ghana,Austria,71
Ghana,Belgium,25
Ghana,Bolivia (Plurinational State of),0
Ghana,Brazil,2305
Ghana,Bulgaria,8
Ghana,Cameroon,0
Ghana,Canada,277
Ghana,Chad,0
Ghana,Chile,9
Ghana,China,38
Ghana,Colombia,0
Ghana,Costa Rica,74
Ghana,Croatia,0
Ghana,Cyprus,5
Ghana,Czech Rep.,0
Ghana,CÌ«te d'Ivoire,0
Ghana,Denmark,10
Ghana,Ecuador,0
Ghana,Egypt,10
Ghana,Finland,11
Ghana,France,16
Ghana,Gabon,0
Ghana,Georgia,5
Ghana,Germany,2218
Ghana,Ghana,0
Ghana,Greece,74
Ghana,Hungary,0
Ghana,Iceland,6
Ghana,Indonesia,0
Ghana,Ireland,47
Ghana,Israel,403
Ghana,Italy,7121
Ghana,Japan,330
Ghana,Jordan,7
Ghana,Kenya,0
Ghana,Latvia,0
Ghana,Lebanon,0
Ghana,Libya,0
Ghana,Luxembourg,5
Ghana,Malaysia,0
Ghana,Malta,0
Ghana,Mauritania,0
Ghana,Mexico,38
Ghana,Montenegro,0
Ghana,Morocco,0
Ghana,Netherlands,11
Ghana,New Zealand,0
Ghana,Niger,0
Ghana,Nigeria,8
Ghana,Norway,0
Ghana,Pakistan,0
Ghana,Panama,0
Ghana,Peru,6
Ghana,Philippines,0
Ghana,Portugal,0
Ghana,Rep. of Korea,145
Ghana,Senegal,32
Ghana,Serbia and Kosovo (S/RES/1244 (1999)),5
Ghana,Sierra Leone,0
Ghana,South Africa,2601
Ghana,Spain,52
Ghana,Sweden,66
Ghana,Switzerland,20
Ghana,Togo,0
Ghana,Trinidad and Tobago,0
Ghana,Turkey,13
Ghana,Ukraine,5
Ghana,United Kingdom,233
Ghana,United States of America,983
Ghana,Uruguay,0
Ghana,Venezuela (Bolivarian Republic of),0
Ghana,Zimbabwe,0
Gibraltar,United States of America,0
Greece,Argentina,0
Greece,Australia,12
Greece,Austria,0
Greece,Brazil,0
Greece,Canada,29
Greece,France,0
Greece,Georgia,0
Greece,Germany,0
Greece,Israel,0
Greece,Pakistan,0
Greece,Sweden,0
Greece,Switzerland,0
Greece,Ukraine,0
Greece,United Kingdom,0
Greece,United States of America,48
Grenada,Canada,11
Grenada,Germany,0
Grenada,Italy,0
Grenada,Trinidad and Tobago,0
Grenada,United Kingdom,15
Grenada,United States of America,36
Guadeloupe,United States of America,37
Guam,Brazil,0
Guatemala,Argentina,0
Guatemala,Australia,0
Guatemala,Austria,0
Guatemala,Belgium,10
Guatemala,Belize,447
Guatemala,Brazil,11
Guatemala,Canada,225
Guatemala,Chile,0
Guatemala,Costa Rica,19
Guatemala,Denmark,0
Guatemala,El Salvador,0
Guatemala,Finland,0
Guatemala,France,0
Guatemala,Germany,5
Guatemala,Iceland,0
Guatemala,Ireland,0
Guatemala,Italy,7
Guatemala,Mexico,429
Guatemala,Nicaragua,0
Guatemala,Norway,0
Guatemala,Panama,8
Guatemala,Peru,0
Guatemala,Spain,87
Guatemala,Sweden,6
Guatemala,Switzerland,0
Guatemala,Turkey,0
Guatemala,United Kingdom,10
Guatemala,United States of America,71443
Guinea,Algeria,23
Guinea,Angola,9145
Guinea,Argentina,12
Guinea,Australia,9
Guinea,Austria,82
Guinea,Belgium,810
Guinea,Brazil,869
Guinea,Bulgaria,0
Guinea,Cameroon,98
Guinea,Canada,132
Guinea,Central African Rep.,0
Guinea,China,11
Guinea,Congo,8
Guinea,Costa Rica,0
Guinea,Cyprus,11
Guinea,Czech Rep.,0
Guinea,CÌ«te d'Ivoire,11
Guinea,Denmark,16
Guinea,Ecuador,0
Guinea,Egypt,15
Guinea,Finland,0
Guinea,France,3178
Guinea,Germany,5783
Guinea,Ghana,0
Guinea,Greece,106
Guinea,Guinea,0
Guinea,Guinea-Bissau,0
Guinea,Hungary,0
Guinea,Iceland,0
Guinea,India,0
Guinea,Indonesia,0
Guinea,Ireland,0
Guinea,Israel,32
Guinea,Italy,11176
Guinea,Kenya,0
Guinea,Luxembourg,20
Guinea,Malaysia,13
Guinea,Mali,0
Guinea,Malta,0
Guinea,Mauritania,45
Guinea,Mexico,10
Guinea,Morocco,503
Guinea,Mozambique,0
Guinea,Namibia,0
Guinea,Netherlands,102
Guinea,Niger,0
Guinea,Nigeria,5
Guinea,Norway,0
Guinea,Philippines,0
Guinea,Poland,0
Guinea,Portugal,15
Guinea,Rep. of Korea,85
Guinea,Rep. of Moldova,0
Guinea,Romania,0
Guinea,Russian Federation,0
Guinea,Rwanda,0
Guinea,Senegal,113
Guinea,Serbia and Kosovo (S/RES/1244 (1999)),0
Guinea,Slovenia,0
Guinea,Spain,469
Guinea,Suriname,0
Guinea,Swaziland,0
Guinea,Sweden,42
Guinea,Switzerland,150
Guinea,Syrian Arab Rep.,5
Guinea,Thailand,5
Guinea,Turkey,11
Guinea,Uganda,0
Guinea,Ukraine,117
Guinea,United Kingdom,48
Guinea,United States of America,1223
Guinea-Bissau,Angola,268
Guinea-Bissau,Argentina,5
Guinea-Bissau,Austria,13
Guinea-Bissau,Belgium,5
Guinea-Bissau,Brazil,1560
Guinea-Bissau,Cameroon,9
Guinea-Bissau,Canada,0
Guinea-Bissau,China,0
Guinea-Bissau,Denmark,0
Guinea-Bissau,Ecuador,0
Guinea-Bissau,Finland,0
Guinea-Bissau,France,44
Guinea-Bissau,Gambia,0
Guinea-Bissau,Germany,294
Guinea-Bissau,Greece,0
Guinea-Bissau,Israel,0
Guinea-Bissau,Italy,1127
Guinea-Bissau,Libya,0
Guinea-Bissau,Malta,0
Guinea-Bissau,Mauritania,0
Guinea-Bissau,Morocco,9
Guinea-Bissau,Netherlands,7
Guinea-Bissau,Nigeria,0
Guinea-Bissau,Norway,0
Guinea-Bissau,Portugal,0
Guinea-Bissau,Rep. of Korea,7
Guinea-Bissau,Senegal,93
Guinea-Bissau,Spain,16
Guinea-Bissau,Sweden,6
Guinea-Bissau,Switzerland,16
Guinea-Bissau,Ukraine,0
Guinea-Bissau,United Kingdom,0
Guinea-Bissau,United States of America,18
Guyana,Argentina,0
Guyana,Belgium,0
Guyana,Brazil,32
Guyana,Canada,102
Guyana,Costa Rica,0
Guyana,Ecuador,0
Guyana,France,0
Guyana,Germany,0
Guyana,Greece,0
Guyana,Ireland,0
Guyana,Netherlands,0
Guyana,Peru,0
Guyana,Sweden,0
Guyana,Trinidad and Tobago,0
Guyana,United Kingdom,6
Guyana,United States of America,332
Haiti,Angola,0
Haiti,Argentina,591
Haiti,Australia,0
Haiti,Austria,0
Haiti,Bahamas,0
Haiti,Belgium,5
Haiti,Belize,0
Haiti,Benin,0
Haiti,Brazil,9433
Haiti,Canada,7097
Haiti,Chile,32
Haiti,Colombia,0
Haiti,Costa Rica,72
Haiti,Cuba,0
Haiti,Dominican Rep.,730
Haiti,Ecuador,7
Haiti,France,3282
Haiti,Germany,8
Haiti,Greece,18
Haiti,Haiti,0
Haiti,Honduras,0
Haiti,Italy,0
Haiti,Jamaica,0
Haiti,Mexico,429
Haiti,Netherlands,0
Haiti,Norway,0
Haiti,Panama,0
Haiti,Peru,92
Haiti,Rep. of Korea,0
Haiti,Rwanda,0
Haiti,Senegal,0
Haiti,Spain,0
Haiti,Sweden,0
Haiti,Switzerland,0
Haiti,Trinidad and Tobago,0
Haiti,United Kingdom,8
Haiti,United States of America,15184
Haiti,Uruguay,0
Haiti,Venezuela (Bolivarian Republic of),0
Honduras,Argentina,0
Honduras,Australia,7
Honduras,Belgium,20
Honduras,Belize,601
Honduras,Bolivia (Plurinational State of),0
Honduras,Brazil,8
Honduras,Canada,280
Honduras,Chile,5
Honduras,Colombia,0
Honduras,Costa Rica,296
Honduras,Dominican Rep.,0
Honduras,Ecuador,0
Honduras,El Salvador,0
Honduras,Finland,0
Honduras,France,0
Honduras,Germany,10
Honduras,Greece,0
Honduras,Guatemala,8
Honduras,Honduras,0
Honduras,Iceland,0
Honduras,Ireland,0
Honduras,Italy,168
Honduras,Mexico,2983
Honduras,Netherlands,0
Honduras,Nicaragua,48
Honduras,Norway,0
Honduras,Panama,28
Honduras,Peru,0
Honduras,Rep. of Korea,0
Honduras,Spain,1373
Honduras,Sweden,23
Honduras,Switzerland,0
Honduras,United Kingdom,6
Honduras,United States of America,53905
Honduras,Uruguay,0
Honduras,Venezuela (Bolivarian Republic of),0
Hungary,Argentina,8
Hungary,Australia,0
Hungary,Belgium,0
Hungary,Brazil,0
Hungary,Canada,1463
Hungary,Colombia,0
Hungary,Denmark,0
Hungary,France,0
Hungary,Germany,6
Hungary,Lebanon,0
Hungary,New Zealand,0
Hungary,Peru,0
Hungary,Rep. of Korea,0
Hungary,Sweden,0
Hungary,Switzerland,0
Hungary,United Kingdom,0
Hungary,United States of America,173
Iceland,Germany,0
India,Argentina,114
India,Australia,2300
India,Austria,600
India,Belgium,40
India,Brazil,366
India,Bulgaria,0
India,Burundi,0
India,Canada,1767
India,"China, Macao SAR",0
India,Costa Rica,0
India,Croatia,7
India,Cyprus,408
India,Czech Rep.,0
India,Denmark,6
India,Ecuador,7
India,Egypt,0
India,Estonia,0
India,Finland,10
India,France,35
India,Georgia,12
India,Germany,1711
India,Greece,158
India,Hungary,0
India,Iceland,0
India,Indonesia,9
India,Ireland,98
India,Israel,439
India,Italy,837
India,Japan,1257
India,Jordan,7
India,Kenya,0
India,Lebanon,0
India,Lithuania,0
India,Luxembourg,5
India,Malaysia,7
India,Malta,0
India,Mexico,114
India,Nauru,8
India,Nepal,0
India,Netherlands,5
India,New Zealand,25
India,Norway,0
India,Pakistan,0
India,Peru,0
India,Poland,6
India,Rep. of Korea,720
India,Rep. of Moldova,0
India,Romania,10
India,Russian Federation,0
India,Senegal,0
India,Slovakia,0
India,Slovenia,0
India,South Africa,4459
India,Spain,40
India,Sudan,0
India,Sweden,64
India,Switzerland,7
India,Syrian Arab Rep.,0
India,Thailand,0
India,Turkey,0
India,Uganda,0
India,Ukraine,36
India,United Kingdom,1231
India,United States of America,23395
India,Yemen,0
Indonesia,Australia,775
Indonesia,Austria,0
Indonesia,Brazil,0
Indonesia,Canada,56
Indonesia,China,0
Indonesia,"China, Hong Kong SAR",0
Indonesia,Cyprus,0
Indonesia,Denmark,6
Indonesia,Ecuador,0
Indonesia,Egypt,0
Indonesia,Finland,10
Indonesia,France,0
Indonesia,Germany,17
Indonesia,Greece,34
Indonesia,Iraq,0
Indonesia,Ireland,0
Indonesia,Italy,0
Indonesia,Japan,2613
Indonesia,Jordan,0
Indonesia,Lebanon,0
Indonesia,Malaysia,17
Indonesia,Mexico,0
Indonesia,Nauru,0
Indonesia,New Zealand,0
Indonesia,Norway,0
Indonesia,Papua New Guinea,0
Indonesia,Rep. of Korea,9
Indonesia,Spain,0
Indonesia,Sweden,0
Indonesia,Switzerland,0
Indonesia,Timor-Leste,0
Indonesia,Turkey,0
Indonesia,United Kingdom,32
Indonesia,United States of America,1792
Iran (Islamic Rep. of),Afghanistan,6
Iran (Islamic Rep. of),Albania,5
Iran (Islamic Rep. of),Argentina,0
Iran (Islamic Rep. of),Armenia,19
Iran (Islamic Rep. of),Australia,5877
Iran (Islamic Rep. of),Austria,3433
Iran (Islamic Rep. of),Azerbaijan,0
Iran (Islamic Rep. of),Bahamas,0
Iran (Islamic Rep. of),Bangladesh,0
Iran (Islamic Rep. of),Belarus,0
Iran (Islamic Rep. of),Belgium,290
Iran (Islamic Rep. of),Bosnia and Herzegovina,0
Iran (Islamic Rep. of),Brazil,138
Iran (Islamic Rep. of),Bulgaria,116
Iran (Islamic Rep. of),Cameroon,0
Iran (Islamic Rep. of),Canada,647
Iran (Islamic Rep. of),Chad,0
Iran (Islamic Rep. of),Chile,0
Iran (Islamic Rep. of),China,0
Iran (Islamic Rep. of),Colombia,0
Iran (Islamic Rep. of),Costa Rica,0
Iran (Islamic Rep. of),Croatia,52
Iran (Islamic Rep. of),Cuba,9
Iran (Islamic Rep. of),Cyprus,133
Iran (Islamic Rep. of),Czech Rep.,0
Iran (Islamic Rep. of),Denmark,841
Iran (Islamic Rep. of),Dominican Rep.,0
Iran (Islamic Rep. of),Ecuador,43
Iran (Islamic Rep. of),El Salvador,0
Iran (Islamic Rep. of),Estonia,5
Iran (Islamic Rep. of),Ethiopia,0
Iran (Islamic Rep. of),Finland,82
Iran (Islamic Rep. of),France,415
Iran (Islamic Rep. of),Georgia,37
Iran (Islamic Rep. of),Germany,17876
Iran (Islamic Rep. of),Ghana,0
Iran (Islamic Rep. of),Greece,1140
Iran (Islamic Rep. of),Honduras,0
Iran (Islamic Rep. of),Hungary,46
Iran (Islamic Rep. of),Iceland,16
Iran (Islamic Rep. of),India,13
Iran (Islamic Rep. of),Indonesia,123
Iran (Islamic Rep. of),Iran (Islamic Rep. of),0
