Year,Country of residence,Country,Refugee,Refugees
2017,Ireland,Palestinian,94,94
2017,Ireland,Russian Federation,159,159
2017,Ireland,Rwanda,66,66
2017,Ireland,Saudi Arabia,10,10
2017,Ireland,Sudan,188,188
2017,Ireland,Senegal,*,0
2017,Ireland,Sierra Leone,53,53
2017,Ireland,El Salvador,*,0
2017,Ireland,Somalia,480,480
2017,Ireland,Serbia and Kosovo (S/RES/1244 (1999)),200,200
2017,Ireland,Swaziland,15,15
2017,Ireland,Syrian Arab Rep.,718,718
2017,Ireland,Chad,*,0
2017,Ireland,Togo,37,37
2017,Ireland,Thailand,*,0
2017,Ireland,Tajikistan,12,12
2017,Ireland,Tunisia,*,0
2017,Ireland,Turkey,14,14
2017,Ireland,United Rep. of Tanzania,9,9
2017,Ireland,Uganda,42,42
2017,Ireland,Ukraine,110,110
2017,Ireland,United States of America,0,0
2017,Ireland,Uzbekistan,24,24
2017,Ireland,Venezuela (Bolivarian Republic of),11,11
2017,Ireland,Viet Nam,7,7
2017,Ireland,Stateless,7,7
2017,Ireland,Various/Unknown,0,0
2017,Ireland,Yemen,*,0
2017,Ireland,South Africa,51,51
2017,Ireland,Zambia,*,0
2017,Ireland,Zimbabwe,252,252
2017,Iran (Islamic Rep. of),Afghanistan,951142,951142
2017,Iran (Islamic Rep. of),Iran (Islamic Rep. of),0,0
2017,Iran (Islamic Rep. of),Iraq,28268,28268
2017,Iran (Islamic Rep. of),Kuwait,8,8
2017,Iran (Islamic Rep. of),Myanmar,0,0
2017,Iran (Islamic Rep. of),Pakistan,10,10
2017,Iran (Islamic Rep. of),Uzbekistan,7,7
2017,Iraq,Afghanistan,11,11
2017,Iraq,Albania,0,0
2017,Iraq,Bangladesh,0,0
2017,Iraq,Bahrain,0,0
2017,Iraq,Algeria,0,0
2017,Iraq,Egypt,0,0
2017,Iraq,Eritrea,*,0
2017,Iraq,Ethiopia,*,0
2017,Iraq,Indonesia,0,0
2017,Iraq,Iran (Islamic Rep. of),7143,7143
2017,Iraq,Iraq,0,0
2017,Iraq,Jordan,9,9
2017,Iraq,Kazakhstan,0,0
2017,Iraq,Kyrgyzstan,0,0
2017,Iraq,Kuwait,0,0
2017,Iraq,Lebanon,0,0
2017,Iraq,Morocco,*,0
2017,Iraq,Pakistan,0,0
2017,Iraq,Philippines,0,0
2017,Iraq,Palestinian,7865,7865
2017,Iraq,Romania,0,0
2017,Iraq,Saudi Arabia,0,0
2017,Iraq,Sudan,64,64
2017,Iraq,Somalia,0,0
2017,Iraq,South Sudan,*,0
2017,Iraq,Syrian Arab Rep.,247057,247057
2017,Iraq,Tunisia,0,0
2017,Iraq,Turkey,15514,15514
2017,Iraq,Ukraine,0,0
2017,Iraq,Uzbekistan,0,0
2017,Iraq,Stateless,0,0
2017,Iraq,Yemen,0,0
2017,Iceland,Afghanistan,44,44
2017,Iceland,Albania,6,6
2017,Iceland,Armenia,0,0
2017,Iceland,Azerbaijan,0,0
2017,Iceland,Bangladesh,*,0
2017,Iceland,Bosnia and Herzegovina,0,0
2017,Iceland,Belarus,*,0
2017,Iceland,China,*,0
2017,Iceland,Cote d'Ivoire,0,0
2017,Iceland,Cameroon,*,0
2017,Iceland,Dem. Rep. of the Congo,0,0
2017,Iceland,Colombia,0,0
2017,Iceland,Algeria,*,0
2017,Iceland,Eritrea,11,11
2017,Iceland,Ethiopia,*,0
2017,Iceland,Georgia,*,0
2017,Iceland,Ghana,*,0
2017,Iceland,Guinea,0,0
2017,Iceland,Guatemala,0,0
2017,Iceland,Honduras,*,0
2017,Iceland,India,*,0
2017,Iceland,Iran (Islamic Rep. of),33,33
2017,Iceland,Iraq,70,70
2017,Iceland,Jordan,0,0
2017,Iceland,Kazakhstan,*,0
2017,Iceland,Kenya,*,0
2017,Iceland,Kyrgyzstan,0,0
2017,Iceland,Libya,*,0
2017,Iceland,Sri Lanka,5,5
2017,Iceland,Morocco,*,0
2017,Iceland,Rep. of Moldova,*,0
2017,Iceland,The former Yugoslav Republic of Macedonia,*,0
2017,Iceland,Mali,*,0
2017,Iceland,Myanmar,0,0
2017,Iceland,Montenegro,0,0
2017,Iceland,Mongolia,0,0
2017,Iceland,Mauritania,*,0
2017,Iceland,Nigeria,6,6
2017,Iceland,Nepal,*,0
2017,Iceland,Pakistan,11,11
2017,Iceland,Palestinian,10,10
2017,Iceland,Russian Federation,11,11
2017,Iceland,Sudan,*,0
2017,Iceland,Senegal,*,0
2017,Iceland,El Salvador,8,8
2017,Iceland,Somalia,13,13
2017,Iceland,Serbia and Kosovo (S/RES/1244 (1999)),*,0
2017,Iceland,South Sudan,0,0
2017,Iceland,Syrian Arab Rep.,58,58
2017,Iceland,Chad,*,0
2017,Iceland,Tajikistan,0,0
2017,Iceland,Turkey,*,0
2017,Iceland,Uganda,*,0
2017,Iceland,Ukraine,15,15
2017,Iceland,Uzbekistan,*,0
2017,Iceland,Venezuela (Bolivarian Republic of),0,0
2017,Iceland,Stateless,8,8
2017,Iceland,Various/Unknown,12,12
2017,Iceland,Yemen,0,0
2017,Israel,Argentina,0,0
2017,Israel,Armenia,*,0
2017,Israel,Austria,0,0
2017,Israel,Azerbaijan,0,0
2017,Israel,Burundi,*,0
2017,Israel,Benin,0,0
2017,Israel,Burkina Faso,0,0
2017,Israel,Bulgaria,0,0
2017,Israel,Belarus,0,0
2017,Israel,Brazil,0,0
2017,Israel,Botswana,0,0
2017,Israel,Central African Rep.,*,0
2017,Israel,China,*,0
2017,Israel,Cote d'Ivoire,*,0
2017,Israel,Cameroon,*,0
2017,Israel,Dem. Rep. of the Congo,209,209
2017,Israel,Congo,0,0
2017,Israel,Colombia,*,0
2017,Israel,Ecuador,0,0
2017,Israel,Egypt,0,0
2017,Israel,Eritrea,22010,22010
2017,Israel,Spain,0,0
2017,Israel,Ethiopia,89,89
2017,Israel,Georgia,0,0
2017,Israel,Ghana,0,0
2017,Israel,Guinea,0,0
2017,Israel,Guinea-Bissau,0,0
2017,Israel,Greece,0,0
2017,Israel,India,0,0
2017,Israel,Iran (Islamic Rep. of),6,6
2017,Israel,Iraq,10,10
2017,Israel,Jamaica,*,0
2017,Israel,Jordan,0,0
2017,Israel,Kazakhstan,0,0
2017,Israel,Kenya,0,0
2017,Israel,Kyrgyzstan,0,0
2017,Israel,Lebanon,*,0
2017,Israel,Liberia,*,0
2017,Israel,Libya,0,0
2017,Israel,Sri Lanka,0,0
2017,Israel,Lesotho,0,0
2017,Israel,Latvia,0,0
2017,Israel,Rep. of Moldova,0,0
2017,Israel,Mali,0,0
2017,Israel,Myanmar,*,0
2017,Israel,Mongolia,0,0
2017,Israel,Mauritania,*,0
2017,Israel,Malawi,0,0
2017,Israel,Niger,*,0
2017,Israel,Nigeria,*,0
2017,Israel,Nepal,*,0
2017,Israel,Philippines,0,0
2017,Israel,Dem. People's Rep. of Korea,*,0
2017,Israel,Portugal,0,0
2017,Israel,Palestinian,*,0
2017,Israel,Romania,0,0
2017,Israel,Russian Federation,0,0
2017,Israel,Rwanda,*,0
2017,Israel,Sudan,3187,3187
2017,Israel,Sierra Leone,*,0
2017,Israel,Somalia,0,0
2017,Israel,South Sudan,126,126
2017,Israel,Syrian Arab Rep.,*,0
2017,Israel,Chad,*,0
2017,Israel,Togo,0,0
2017,Israel,Tajikistan,0,0
2017,Israel,Turkmenistan,0,0
2017,Israel,Turkey,*,0
2017,Israel,Uganda,0,0
2017,Israel,Ukraine,0,0
2017,Israel,United States of America,0,0
2017,Israel,Uzbekistan,0,0
2017,Israel,Venezuela (Bolivarian Republic of),0,0
2017,Israel,Stateless,0,0
2017,Israel,Various/Unknown,0,0
2017,Israel,South Africa,0,0
2017,Israel,Zimbabwe,*,0
2017,Italy,Afghanistan,17171,17171
2017,Italy,Angola,35,35
2017,Italy,Albania,538,538
2017,Italy,United Arab Emirates,0,0
2017,Italy,Argentina,*,0
2017,Italy,Armenia,289,289
2017,Italy,Australia,*,0
2017,Italy,Azerbaijan,62,62
2017,Italy,Burundi,19,19
2017,Italy,Benin,228,228
2017,Italy,Burkina Faso,1014,1014
2017,Italy,Bangladesh,5671,5671
2017,Italy,Bahrain,*,0
2017,Italy,Bahamas,*,0
2017,Italy,Bosnia and Herzegovina,618,618
2017,Italy,Belarus,34,34
2017,Italy,Bolivia (Plurinational State of),13,13
2017,Italy,Brazil,100,100
2017,Italy,Bhutan,*,0
2017,Italy,Botswana,*,0
2017,Italy,Central African Rep.,90,90
2017,Italy,Canada,*,0
2017,Italy,Chile,8,8
2017,Italy,China,166,166
2017,Italy,Cote d'Ivoire,6412,6412
2017,Italy,Cameroon,1348,1348
2017,Italy,Dem. Rep. of the Congo,556,556
2017,Italy,Congo,425,425
2017,Italy,Colombia,353,353
2017,Italy,Comoros,*,0
2017,Italy,Cabo Verde,*,0
2017,Italy,Costa Rica,*,0
2017,Italy,Cuba,195,195
2017,Italy,Djibouti,*,0
2017,Italy,Dominica,*,0
2017,Italy,Dominican Rep.,17,17
2017,Italy,Algeria,186,186
2017,Italy,Ecuador,31,31
2017,Italy,Egypt,1995,1995
2017,Italy,Eritrea,7940,7940
2017,Italy,Western Sahara,5,5
2017,Italy,Ethiopia,1309,1309
2017,Italy,Fiji,*,0
2017,Italy,Gabon,29,29
2017,Italy,Georgia,329,329
2017,Italy,Ghana,4861,4861
2017,Italy,Guinea,3387,3387
2017,Italy,Gambia,10273,10273
2017,Italy,Guinea-Bissau,709,709
2017,Italy,Equatorial Guinea,14,14
2017,Italy,Grenada,*,0
2017,Italy,Guatemala,6,6
2017,Italy,Honduras,42,42
2017,Italy,Croatia,18,18
2017,Italy,Haiti,9,9
2017,Italy,Indonesia,0,0
2017,Italy,India,205,205
2017,Italy,Iran (Islamic Rep. of),1828,1828
2017,Italy,Iraq,5359,5359
2017,Italy,Israel,7,7
2017,Italy,Jamaica,*,0
2017,Italy,Jordan,27,27
2017,Italy,Japan,*,0
2017,Italy,Kazakhstan,8,8
2017,Italy,Kenya,138,138
2017,Italy,Kyrgyzstan,25,25
2017,Italy,Cambodia,*,0
2017,Italy,Rep. of Korea,*,0
2017,Italy,Kuwait,*,0
2017,Italy,Lebanon,313,313
2017,Italy,Liberia,320,320
2017,Italy,Libya,837,837
2017,Italy,Sri Lanka,517,517
2017,Italy,Lesotho,*,0
2017,Italy,Morocco,746,746
2017,Italy,Rep. of Moldova,100,100
2017,Italy,Madagascar,18,18
2017,Italy,Mexico,5,5
2017,Italy,The former Yugoslav Republic of Macedonia,56,56
2017,Italy,Mali,13206,13206
2017,Italy,Myanmar,34,34
2017,Italy,Montenegro,81,81
2017,Italy,Mongolia,*,0
2017,Italy,Mozambique,*,0
2017,Italy,Mauritania,342,342
2017,Italy,Mauritius,16,16
2017,Italy,Malawi,*,0
2017,Italy,Malaysia,*,0
2017,Italy,Namibia,*,0
2017,Italy,Niger,431,431
2017,Italy,Nigeria,18026,18026
2017,Italy,Nicaragua,14,14
2017,Italy,Norway,0,0
2017,Italy,Nepal,95,95
2017,Italy,New Zealand,*,0
2017,Italy,Oman,0,0
2017,Italy,Pakistan,15966,15966
2017,Italy,Panama,0,0
2017,Italy,Peru,70,70
2017,Italy,Philippines,29,29
2017,Italy,Palau,*,0
2017,Italy,Paraguay,*,0
2017,Italy,Palestinian,954,954
2017,Italy,Russian Federation,208,208
2017,Italy,Rwanda,13,13
2017,Italy,Saudi Arabia,7,7
2017,Italy,Sudan,1665,1665
2017,Italy,Senegal,6197,6197
2017,Italy,Sierra Leone,539,539
2017,Italy,El Salvador,674,674
2017,Italy,San Marino,*,0
2017,Italy,Somalia,15641,15641
2017,Italy,Serbia and Kosovo (S/RES/1244 (1999)),1128,1128
2017,Italy,South Sudan,61,61
2017,Italy,Swaziland,8,8
2017,Italy,Syrian Arab Rep.,3618,3618
2017,Italy,Chad,448,448
2017,Italy,Togo,963,963
2017,Italy,Thailand,*,0
2017,Italy,Tajikistan,8,8
2017,Italy,Turkmenistan,*,0
2017,Italy,Timor-Leste,*,0
2017,Italy,Tonga,0,0
2017,Italy,Tunisia,601,601
2017,Italy,Turkey,2456,2456
2017,Italy,United Rep. of Tanzania,26,26
2017,Italy,Uganda,67,67
2017,Italy,Ukraine,4947,4947
2017,Italy,Uruguay,*,0
2017,Italy,United States of America,*,0
2017,Italy,Uzbekistan,6,6
2017,Italy,Venezuela (Bolivarian Republic of),177,177
2017,Italy,Viet Nam,7,7
2017,Italy,Stateless,19,19
2017,Italy,Various/Unknown,1353,1353
2017,Italy,Yemen,113,113
2017,Italy,South Africa,8,8
2017,Italy,Zimbabwe,24,24
2017,Jamaica,Bangladesh,0,0
2017,Jamaica,Cuba,*,0
2017,Jamaica,Haiti,8,8
2017,Jamaica,Jordan,*,0
2017,Jamaica,Sierra Leone,*,0
2017,Jamaica,Syrian Arab Rep.,*,0
2017,Jordan,Afghanistan,8,8
2017,Jordan,United Arab Emirates,0,0
2017,Jordan,Burkina Faso,0,0
2017,Jordan,Bangladesh,0,0
2017,Jordan,Bosnia and Herzegovina,10,10
2017,Jordan,Belarus,0,0
2017,Jordan,Brazil,0,0
2017,Jordan,Central African Rep.,*,0
2017,Jordan,Cameroon,*,0
2017,Jordan,Congo,*,0
2017,Jordan,Algeria,*,0
2017,Jordan,Egypt,79,79
2017,Jordan,Eritrea,25,25
2017,Jordan,Ethiopia,8,8
2017,Jordan,Ghana,0,0
2017,Jordan,Indonesia,*,0
2017,Jordan,India,0,0
2017,Jordan,Iran (Islamic Rep. of),7,7
2017,Jordan,Iraq,34037,34037
2017,Jordan,Israel,0,0
2017,Jordan,Kazakhstan,0,0
2017,Jordan,Kenya,0,0
2017,Jordan,Kyrgyzstan,0,0
2017,Jordan,Lebanon,6,6
2017,Jordan,Liberia,0,0
2017,Jordan,Libya,27,27
2017,Jordan,Sri Lanka,5,5
2017,Jordan,Morocco,*,0
2017,Jordan,Rep. of Moldova,0,0
2017,Jordan,Mali,*,0
2017,Jordan,Myanmar,0,0
2017,Jordan,Nigeria,0,0
2017,Jordan,Oman,0,0
2017,Jordan,Pakistan,5,5
2017,Jordan,Philippines,*,0
2017,Jordan,Russian Federation,25,25
2017,Jordan,Saudi Arabia,0,0
2017,Jordan,Sudan,2567,2567
2017,Jordan,Senegal,0,0
2017,Jordan,Somalia,645,645
2017,Jordan,Serbia and Kosovo (S/RES/1244 (1999)),0,0
2017,Jordan,South Sudan,12,12
2017,Jordan,Suriname,0,0
2017,Jordan,Syrian Arab Rep.,653031,653031
2017,Jordan,Chad,0,0
2017,Jordan,Tajikistan,0,0
2017,Jordan,Tunisia,8,8
2017,Jordan,Turkey,0,0
2017,Jordan,Uganda,*,0
2017,Jordan,Ukraine,*,0
2017,Jordan,Uzbekistan,0,0
2017,Jordan,Viet Nam,0,0
2017,Jordan,Stateless,11,11
2017,Jordan,Yemen,494,494
2017,Jordan,South Africa,0,0
2017,Japan,Afghanistan,51,51
2017,Japan,Burundi,8,8
2017,Japan,Bangladesh,27,27
2017,Japan,China,69,69
2017,Japan,Cameroon,17,17
2017,Japan,Dem. Rep. of the Congo,7,7
2017,Japan,Ethiopia,23,23
2017,Japan,Ghana,0,0
2017,Japan,Indonesia,0,0
2017,Japan,India,0,0
2017,Japan,Iran (Islamic Rep. of),17,17
2017,Japan,Iraq,13,13
2017,Japan,Cambodia,0,0
2017,Japan,Sri Lanka,59,59
2017,Japan,Myanmar,1469,1469
2017,Japan,Mongolia,0,0
2017,Japan,Nigeria,0,0
2017,Japan,Nepal,0,0
2017,Japan,Pakistan,34,34
2017,Japan,Philippines,0,0
2017,Japan,Sudan,15,15
2017,Japan,Senegal,0,0
2017,Japan,Somalia,5,5
2017,Japan,Syrian Arab Rep.,66,66
2017,Japan,Thailand,0,0
2017,Japan,Tunisia,0,0
2017,Japan,Turkey,39,39
2017,Japan,Uganda,0,0
2017,Japan,Viet Nam,*,0
2017,Japan,Stateless,9,9
2017,Japan,Various/Unknown,261,261
2017,Kazakhstan,Afghanistan,561,561
2017,Kazakhstan,Burundi,0,0
2017,Kazakhstan,China,6,6
2017,Kazakhstan,Egypt,0,0
2017,Kazakhstan,Ethiopia,*,0
2017,Kazakhstan,Kazakhstan,0,0
2017,Kazakhstan,Libya,0,0
2017,Kazakhstan,Palestinian,*,0
2017,Kazakhstan,Syrian Arab Rep.,17,17
2017,Kazakhstan,Turkmenistan,*,0
2017,Kazakhstan,Turkey,*,0
2017,Kazakhstan,Uzbekistan,18,18
2017,Kazakhstan,Stateless,0,0
2017,Kazakhstan,Yemen,*,0
2017,Kenya,Afghanistan,8,8
2017,Kenya,Angola,*,0
2017,Kenya,Burundi,1902,1902
2017,Kenya,Burkina Faso,0,0
2017,Kenya,Central African Rep.,0,0
2017,Kenya,Cote d'Ivoire,*,0
2017,Kenya,Cameroon,0,0
2017,Kenya,Dem. Rep. of the Congo,13941,13941
2017,Kenya,Congo,26,26
2017,Kenya,Djibouti,*,0
2017,Kenya,Egypt,*,0
2017,Kenya,Eritrea,702,702
2017,Kenya,Ethiopia,17873,17873
2017,Kenya,Ghana,0,0
2017,Kenya,Guinea,0,0
2017,Kenya,India,0,0
2017,Kenya,Iraq,*,0
2017,Kenya,Jamaica,0,0
2017,Kenya,Liberia,0,0
2017,Kenya,Sri Lanka,9,9
2017,Kenya,Mali,0,0
2017,Kenya,Mozambique,7,7
2017,Kenya,Nigeria,*,0
2017,Kenya,Pakistan,9,9
2017,Kenya,Palestinian,*,0
2017,Kenya,Rwanda,576,576
2017,Kenya,Saudi Arabia,0,0
2017,Kenya,Sudan,2922,2922
2017,Kenya,Senegal,0,0
2017,Kenya,Sierra Leone,*,0
2017,Kenya,Somalia,281692,281692
2017,Kenya,South Sudan,111510,111510
2017,Kenya,Syrian Arab Rep.,*,0
2017,Kenya,Chad,0,0
2017,Kenya,Turkey,0,0
2017,Kenya,United Rep. of Tanzania,9,9
2017,Kenya,Uganda,626,626
2017,Kenya,Stateless,0,0
2017,Kenya,Yemen,68,68
2017,Kenya,South Africa,0,0
2017,Kenya,Zimbabwe,*,0
2017,Kyrgyzstan,Afghanistan,236,236
2017,Kyrgyzstan,China,0,0
2017,Kyrgyzstan,Ethiopia,*,0
2017,Kyrgyzstan,Iran (Islamic Rep. of),*,0
2017,Kyrgyzstan,Iraq,0,0
2017,Kyrgyzstan,Morocco,*,0
2017,Kyrgyzstan,Dem. People's Rep. of Korea,*,0
2017,Kyrgyzstan,Syrian Arab Rep.,69,69
2017,Kyrgyzstan,Tajikistan,0,0
2017,Kyrgyzstan,Turkmenistan,*,0
2017,Kyrgyzstan,Turkey,0,0
2017,Kyrgyzstan,Ukraine,17,17
2017,Kyrgyzstan,Uzbekistan,12,12
2017,Kyrgyzstan,Stateless,0,0
2017,Cambodia,Dem. Rep. of the Congo,*,0
2017,Cambodia,Eritrea,0,0
2017,Cambodia,Ethiopia,*,0
2017,Cambodia,Iraq,0,0
2017,Cambodia,Sri Lanka,5,5
2017,Cambodia,Myanmar,19,19
2017,Cambodia,Pakistan,5,5
2017,Cambodia,Sudan,*,0
2017,Cambodia,Somalia,*,0
2017,Cambodia,Syrian Arab Rep.,*,0
2017,Cambodia,Thailand,0,0
2017,Cambodia,Viet Nam,32,32
2017,Saint Kitts and Nevis,Cuba,0,0
2017,Rep. of Korea,Afghanistan,37,37
2017,Rep. of Korea,Angola,*,0
2017,Rep. of Korea,Albania,0,0
2017,Rep. of Korea,Armenia,*,0
2017,Rep. of Korea,Azerbaijan,0,0
2017,Rep. of Korea,Burundi,18,18
2017,Rep. of Korea,Benin,0,0
2017,Rep. of Korea,Burkina Faso,0,0
2017,Rep. of Korea,Bangladesh,98,98
2017,Rep. of Korea,Bulgaria,0,0
2017,Rep. of Korea,Bosnia and Herzegovina,0,0
2017,Rep. of Korea,Brazil,0,0
2017,Rep. of Korea,China,39,39
2017,Rep. of Korea,Cote d'Ivoire,30,30
2017,Rep. of Korea,Cameroon,18,18
2017,Rep. of Korea,Dem. Rep. of the Congo,49,49
2017,Rep. of Korea,Congo,*,0
2017,Rep. of Korea,Colombia,0,0
2017,Rep. of Korea,Algeria,5,5
2017,Rep. of Korea,Ecuador,0,0
2017,Rep. of Korea,Egypt,19,19
2017,Rep. of Korea,Eritrea,*,0
2017,Rep. of Korea,Ethiopia,130,130
2017,Rep. of Korea,Gabon,0,0
2017,Rep. of Korea,Ghana,6,6
2017,Rep. of Korea,Guinea,0,0
2017,Rep. of Korea,Gambia,*,0
2017,Rep. of Korea,Guinea-Bissau,0,0
2017,Rep. of Korea,Honduras,0,0
2017,Rep. of Korea,Haiti,0,0
2017,Rep. of Korea,Hungary,0,0
2017,Rep. of Korea,Indonesia,0,0
2017,Rep. of Korea,India,0,0
2017,Rep. of Korea,Iran (Islamic Rep. of),48,48
2017,Rep. of Korea,Iraq,27,27
2017,Rep. of Korea,Jordan,*,0
2017,Rep. of Korea,Kazakhstan,*,0
2017,Rep. of Korea,Kenya,5,5
2017,Rep. of Korea,Kyrgyzstan,*,0
2017,Rep. of Korea,Cambodia,*,0
2017,Rep. of Korea,Liberia,9,9
2017,Rep. of Korea,Libya,5,5
2017,Rep. of Korea,Sri Lanka,8,8
2017,Rep. of Korea,Morocco,*,0
2017,Rep. of Korea,Mexico,*,0
2017,Rep. of Korea,Mali,6,6
2017,Rep. of Korea,Myanmar,292,292
2017,Rep. of Korea,Mongolia,0,0
2017,Rep. of Korea,Mozambique,0,0
2017,Rep. of Korea,Mauritania,0,0
2017,Rep. of Korea,Mauritius,0,0
2017,Rep. of Korea,Malaysia,0,0
2017,Rep. of Korea,Niger,*,0
2017,Rep. of Korea,Nigeria,10,10
2017,Rep. of Korea,Nicaragua,0,0
2017,Rep. of Korea,Nepal,5,5
2017,Rep. of Korea,Pakistan,86,86
2017,Rep. of Korea,Peru,0,0
2017,Rep. of Korea,Philippines,0,0
2017,Rep. of Korea,Palestinian,5,5
2017,Rep. of Korea,Russian Federation,13,13
2017,Rep. of Korea,Rwanda,*,0
2017,Rep. of Korea,Saudi Arabia,*,0
2017,Rep. of Korea,Sudan,12,12
2017,Rep. of Korea,Senegal,0,0
2017,Rep. of Korea,Sierra Leone,0,0
2017,Rep. of Korea,El Salvador,0,0
2017,Rep. of Korea,Somalia,*,0
2017,Rep. of Korea,South Sudan,0,0
2017,Rep. of Korea,Swaziland,0,0
2017,Rep. of Korea,Syrian Arab Rep.,1122,1122
2017,Rep. of Korea,Chad,*,0
2017,Rep. of Korea,Togo,0,0
2017,Rep. of Korea,Thailand,*,0
2017,Rep. of Korea,Tajikistan,0,0
2017,Rep. of Korea,Tunisia,*,0
2017,Rep. of Korea,Turkey,0,0
2017,Rep. of Korea,United Rep. of Tanzania,*,0
2017,Rep. of Korea,Uganda,31,31
2017,Rep. of Korea,Ukraine,12,12
2017,Rep. of Korea,United States of America,0,0
2017,Rep. of Korea,Uzbekistan,8,8
2017,Rep. of Korea,Venezuela (Bolivarian Republic of),0,0
2017,Rep. of Korea,Viet Nam,0,0
2017,Rep. of Korea,Stateless,*,0
2017,Rep. of Korea,Yemen,50,50
2017,Rep. of Korea,South Africa,*,0
2017,Rep. of Korea,Zimbabwe,0,0
2017,Kuwait,Djibouti,0,0
2017,Kuwait,Egypt,*,0
2017,Kuwait,Eritrea,*,0
2017,Kuwait,Ethiopia,0,0
2017,Kuwait,Iran (Islamic Rep. of),9,9
2017,Kuwait,Iraq,328,328
2017,Kuwait,Jordan,0,0
2017,Kuwait,Lebanon,*,0
2017,Kuwait,Sri Lanka,0,0
2017,Kuwait,Monaco,0,0
2017,Kuwait,Mali,0,0
2017,Kuwait,Pakistan,0,0
2017,Kuwait,Philippines,0,0
2017,Kuwait,Palestinian,*,0
2017,Kuwait,Sudan,0,0
2017,Kuwait,Somalia,227,227
2017,Kuwait,South Sudan,0,0
2017,Kuwait,Syrian Arab Rep.,44,44
2017,Kuwait,Ukraine,0,0
2017,Kuwait,Stateless,0,0
2017,Kuwait,Yemen,*,0
2017,Lebanon,Afghanistan,22,22
2017,Lebanon,Albania,0,0
2017,Lebanon,Armenia,0,0
2017,Lebanon,Benin,0,0
2017,Lebanon,Burkina Faso,0,0
2017,Lebanon,Bangladesh,0,0
2017,Lebanon,Bulgaria,0,0
2017,Lebanon,Bahrain,27,27
2017,Lebanon,Bosnia and Herzegovina,0,0
2017,Lebanon,Central African Rep.,0,0
2017,Lebanon,Cote d'Ivoire,0,0
2017,Lebanon,Cameroon,*,0
2017,Lebanon,Dem. Rep. of the Congo,5,5
2017,Lebanon,Congo,0,0
2017,Lebanon,Denmark,0,0
2017,Lebanon,Algeria,*,0
2017,Lebanon,Egypt,66,66
2017,Lebanon,Eritrea,20,20
2017,Lebanon,Ethiopia,30,30
2017,Lebanon,Ghana,*,0
2017,Lebanon,Gambia,0,0
2017,Lebanon,Hungary,0,0
2017,Lebanon,Indonesia,0,0
2017,Lebanon,India,0,0
2017,Lebanon,Iran (Islamic Rep. of),33,33
2017,Lebanon,Iraq,5695,5695
2017,Lebanon,Jordan,32,32
2017,Lebanon,Kenya,*,0
2017,Lebanon,Kuwait,0,0
2017,Lebanon,Liberia,*,0
2017,Lebanon,Libya,12,12
2017,Lebanon,Sri Lanka,0,0
2017,Lebanon,Morocco,*,0
2017,Lebanon,Rep. of Moldova,0,0
2017,Lebanon,Madagascar,*,0
2017,Lebanon,Mali,0,0
2017,Lebanon,Mauritania,0,0
2017,Lebanon,Nigeria,0,0
2017,Lebanon,Nepal,0,0
2017,Lebanon,New Zealand,0,0
2017,Lebanon,Oman,*,0
2017,Lebanon,Pakistan,*,0
2017,Lebanon,Philippines,0,0
2017,Lebanon,Palestinian,*,0
2017,Lebanon,Qatar,*,0
2017,Lebanon,Romania,0,0
2017,Lebanon,Russian Federation,0,0
2017,Lebanon,Saudi Arabia,10,10
2017,Lebanon,Sudan,705,705
2017,Lebanon,Somalia,19,19
2017,Lebanon,South Sudan,39,39
2017,Lebanon,Suriname,0,0
2017,Lebanon,Syrian Arab Rep.,992127,992127
2017,Lebanon,Chad,0,0
2017,Lebanon,Togo,0,0
2017,Lebanon,Tunisia,11,11
2017,Lebanon,Turkey,8,8
2017,Lebanon,Ukraine,0,0
2017,Lebanon,United States of America,0,0
2017,Lebanon,Uzbekistan,0,0
2017,Lebanon,Venezuela (Bolivarian Republic of),0,0
2017,Lebanon,Yemen,15,15
2017,Liberia,Burkina Faso,0,0
2017,Liberia,Central African Rep.,*,0
2017,Liberia,Cote d'Ivoire,11063,11063
2017,Liberia,Cameroon,*,0
2017,Liberia,Dem. Rep. of the Congo,10,10
2017,Liberia,Algeria,*,0
2017,Liberia,Eritrea,*,0
2017,Liberia,Gambia,*,0
2017,Liberia,Iraq,*,0
2017,Liberia,Mali,19,19
2017,Liberia,Mauritania,*,0
2017,Liberia,Nigeria,0,0
2017,Liberia,Pakistan,*,0
2017,Liberia,Palestinian,*,0
2017,Liberia,Rwanda,*,0
2017,Liberia,Sudan,5,5
2017,Liberia,Sierra Leone,0,0
2017,Liberia,Somalia,*,0
2017,Liberia,South Sudan,*,0
2017,Liberia,Syrian Arab Rep.,7,7
2017,Liberia,Togo,5,5
2017,Liberia,Turkey,0,0
2017,Liberia,Uganda,*,0
2017,Libya,Afghanistan,0,0
2017,Libya,Cote d'Ivoire,*,0
2017,Libya,Cameroon,*,0
2017,Libya,Dem. Rep. of the Congo,14,14
2017,Libya,Congo,0,0
2017,Libya,Algeria,*,0
2017,Libya,Egypt,*,0
2017,Libya,Eritrea,471,471
2017,Libya,Ethiopia,24,24
2017,Libya,Ghana,0,0
2017,Libya,Gambia,0,0
2017,Libya,Guinea-Bissau,0,0
2017,Libya,Iraq,2459,2459
2017,Libya,Jordan,*,0
2017,Libya,Liberia,22,22
2017,Libya,Libya,0,0
2017,Libya,Morocco,0,0
