Origin,Year,Type,Value,ocode
Mauritius,2009,Refugees,23,MUS
Mauritius,2010,Asylum-seekers,43,MUS
Mauritius,2010,Refugees,28,MUS
Mauritius,2011,Asylum-seekers,106,MUS
Mauritius,2011,Refugees,42,MUS
Mauritius,2012,Asylum-seekers,118,MUS
Mauritius,2012,Refugees,62,MUS
Mauritius,2013,Asylum-seekers,125,MUS
Mauritius,2013,Refugees,81,MUS
Mauritius,2014,Asylum-seekers,165,MUS
Mauritius,2014,Refugees,94,MUS
Mauritius,2015,Asylum-seekers,209,MUS
Mauritius,2015,Refugees,103,MUS
Mauritius,2016,Asylum-seekers,203,MUS
Mauritius,2016,Refugees,111,MUS
Mauritius,2017,Asylum-seekers,225,MUS
Mauritius,2017,Refugees,125,MUS
Mexico,1994,Refugees,248,MEX
Mexico,1995,Refugees,361,MEX
Mexico,1996,Refugees,520,MEX
Mexico,1997,Refugees,665,MEX
Mexico,1998,Refugees,1016,MEX
Mexico,1999,Refugees,1359,MEX
Mexico,2000,Asylum-seekers,13059,MEX
Mexico,2000,Refugees,1291,MEX
Mexico,2001,Asylum-seekers,22473,MEX
Mexico,2001,Refugees,1594,MEX
Mexico,2002,Asylum-seekers,30873,MEX
Mexico,2002,Refugees,1670,MEX
Mexico,2003,Asylum-seekers,26461,MEX
Mexico,2003,Refugees,1652,MEX
Mexico,2004,Asylum-seekers,18836,MEX
Mexico,2004,Refugees,1744,MEX
Mexico,2005,Asylum-seekers,12614,MEX
Mexico,2005,Refugees,2313,MEX
Mexico,2006,Asylum-seekers,11817,MEX
Mexico,2006,Refugees,3304,MEX
Mexico,2007,Asylum-seekers,14766,MEX
Mexico,2007,Refugees,5572,MEX
Mexico,2008,Asylum-seekers,17443,MEX
Mexico,2008,Refugees,6162,MEX
Mexico,2009,Asylum-seekers,20413,MEX
Mexico,2009,Refugees,6435,MEX
Mexico,2010,Asylum-seekers,9970,MEX
Mexico,2010,Refugees,6816,MEX
Mexico,2011,Asylum-seekers,5339,MEX
Mexico,2011,Refugees,7472,MEX
Mexico,2012,Asylum-seekers,3605,MEX
Mexico,2012,Refugees,8435,MEX
Mexico,2013,Asylum-seekers,12267,MEX
Mexico,2013,Refugees,9390,MEX
Mexico,2014,Asylum-seekers,29354,MEX
Mexico,2014,Refugees,10666,MEX
Mexico,2015,Asylum-seekers,46253,MEX
Mexico,2015,Refugees,11333,MEX
Mexico,2016,Asylum-seekers,64269,MEX
Mexico,2016,Refugees,10385,MEX
Mexico,2017,Asylum-seekers,85060,MEX
Mexico,2017,Refugees,11659,MEX
Micronesia (Federated States of),2002,Asylum-seekers,5,FSM
Micronesia (Federated States of),2003,Asylum-seekers,4,FSM
Micronesia (Federated States of),2004,Asylum-seekers,3,FSM
Micronesia (Federated States of),2005,Asylum-seekers,1,FSM
Micronesia (Federated States of),2008,Asylum-seekers,0,FSM
Micronesia (Federated States of),2010,Asylum-seekers,0,FSM
Micronesia (Federated States of),2011,Asylum-seekers,0,FSM
Micronesia (Federated States of),2012,Asylum-seekers,0,FSM
Micronesia (Federated States of),2013,Asylum-seekers,0,FSM
Micronesia (Federated States of),2014,Asylum-seekers,0,FSM
Micronesia (Federated States of),2014,Refugees,0,FSM
Micronesia (Federated States of),2015,Asylum-seekers,6,FSM
Micronesia (Federated States of),2015,Refugees,0,FSM
Monaco,1996,Refugees,1,MCO
Monaco,1997,Refugees,1,MCO
Monaco,1998,Refugees,1,MCO
Monaco,1999,Refugees,1,MCO
Monaco,2000,Refugees,1,MCO
Monaco,2002,Asylum-seekers,1,MCO
Monaco,2002,Refugees,1,MCO
Monaco,2003,Asylum-seekers,1,MCO
Monaco,2003,Refugees,1,MCO
Monaco,2004,Asylum-seekers,1,MCO
Monaco,2005,Asylum-seekers,3,MCO
Monaco,2006,Asylum-seekers,5,MCO
Monaco,2009,Asylum-seekers,0,MCO
Monaco,2009,Refugees,1,MCO
Monaco,2010,Asylum-seekers,0,MCO
Monaco,2010,Refugees,2,MCO
Monaco,2011,Asylum-seekers,0,MCO
Monaco,2011,Refugees,4,MCO
Monaco,2012,Asylum-seekers,0,MCO
Monaco,2012,Refugees,4,MCO
Monaco,2013,Asylum-seekers,1,MCO
Monaco,2013,Refugees,3,MCO
Monaco,2014,Asylum-seekers,6,MCO
Monaco,2014,Refugees,3,MCO
Monaco,2015,Asylum-seekers,2,MCO
Monaco,2015,Refugees,3,MCO
Monaco,2016,Asylum-seekers,1,MCO
Monaco,2016,Refugees,3,MCO
Monaco,2017,Asylum-seekers,0,MCO
Monaco,2017,Refugees,0,MCO
Mongolia,1990,Refugees,1,MNG
Mongolia,1991,Refugees,1,MNG
Mongolia,1992,Refugees,1,MNG
Mongolia,1993,Refugees,1,MNG
Mongolia,1994,Refugees,4,MNG
Mongolia,1995,Refugees,4,MNG
Mongolia,1996,Refugees,7,MNG
Mongolia,1997,Refugees,9,MNG
Mongolia,1998,Refugees,19,MNG
Mongolia,1999,Refugees,25,MNG
Mongolia,2000,Asylum-seekers,602,MNG
Mongolia,2000,Refugees,23,MNG
Mongolia,2001,Asylum-seekers,851,MNG
Mongolia,2001,Refugees,60,MNG
Mongolia,2002,Asylum-seekers,1038,MNG
Mongolia,2002,Refugees,280,MNG
Mongolia,2003,Asylum-seekers,700,MNG
Mongolia,2003,Refugees,324,MNG
Mongolia,2004,Asylum-seekers,562,MNG
Mongolia,2004,Refugees,442,MNG
Mongolia,2005,Asylum-seekers,642,MNG
Mongolia,2005,Refugees,654,MNG
Mongolia,2006,Asylum-seekers,1853,MNG
Mongolia,2006,Refugees,867,MNG
Mongolia,2007,Asylum-seekers,1961,MNG
Mongolia,2007,Refugees,1101,MNG
Mongolia,2008,Asylum-seekers,2070,MNG
Mongolia,2008,Refugees,1333,MNG
Mongolia,2009,Asylum-seekers,2285,MNG
Mongolia,2009,Refugees,1495,MNG
Mongolia,2010,Asylum-seekers,1802,MNG
Mongolia,2010,Refugees,1724,MNG
Mongolia,2011,Asylum-seekers,1451,MNG
Mongolia,2011,Refugees,1985,MNG
Mongolia,2012,Asylum-seekers,948,MNG
Mongolia,2012,Refugees,2114,MNG
Mongolia,2013,Asylum-seekers,1265,MNG
Mongolia,2013,Refugees,2059,MNG
Mongolia,2014,Asylum-seekers,2478,MNG
Mongolia,2014,Refugees,2163,MNG
Mongolia,2015,Asylum-seekers,3535,MNG
Mongolia,2015,Refugees,2199,MNG
Mongolia,2016,Asylum-seekers,3816,MNG
Mongolia,2016,Refugees,2285,MNG
Mongolia,2017,Asylum-seekers,4160,MNG
Mongolia,2017,Refugees,2207,MNG
Montenegro,2006,Asylum-seekers,124,MNE
Montenegro,2006,Refugees,135,MNE
Montenegro,2007,Asylum-seekers,299,MNE
Montenegro,2007,Refugees,557,MNE
Montenegro,2008,Asylum-seekers,181,MNE
Montenegro,2008,Refugees,1283,MNE
Montenegro,2009,Asylum-seekers,175,MNE
Montenegro,2009,Refugees,2582,MNE
Montenegro,2010,Asylum-seekers,185,MNE
Montenegro,2010,Refugees,3246,MNE
Montenegro,2011,Asylum-seekers,305,MNE
Montenegro,2011,Refugees,3698,MNE
Montenegro,2012,Asylum-seekers,372,MNE
Montenegro,2012,Refugees,4054,MNE
Montenegro,2013,Asylum-seekers,580,MNE
Montenegro,2013,Refugees,546,MNE
Montenegro,2014,Asylum-seekers,1292,MNE
Montenegro,2014,Refugees,607,MNE
Montenegro,2015,Asylum-seekers,3013,MNE
Montenegro,2015,Refugees,651,MNE
Montenegro,2016,Asylum-seekers,1130,MNE
Montenegro,2016,Refugees,718,MNE
Montenegro,2017,Asylum-seekers,768,MNE
Montenegro,2017,Refugees,699,MNE
Morocco,1983,Refugees,1,MAR
Morocco,1984,Refugees,1,MAR
Morocco,1985,Refugees,1,MAR
Morocco,1986,Refugees,1,MAR
Morocco,1987,Refugees,2,MAR
Morocco,1988,Refugees,3,MAR
Morocco,1989,Refugees,6,MAR
Morocco,1990,Refugees,15,MAR
Morocco,1991,Refugees,44,MAR
Morocco,1992,Refugees,91,MAR
Morocco,1993,Refugees,105,MAR
Morocco,1994,Refugees,180,MAR
Morocco,1995,Refugees,301,MAR
Morocco,1996,Refugees,297,MAR
Morocco,1997,Refugees,310,MAR
Morocco,1998,Refugees,353,MAR
Morocco,1999,Refugees,377,MAR
Morocco,2000,Asylum-seekers,182,MAR
Morocco,2000,Refugees,392,MAR
Morocco,2001,Asylum-seekers,273,MAR
Morocco,2001,Refugees,363,MAR
Morocco,2002,Asylum-seekers,299,MAR
Morocco,2002,Refugees,1269,MAR
Morocco,2003,Asylum-seekers,266,MAR
Morocco,2003,Refugees,1291,MAR
Morocco,2004,Asylum-seekers,263,MAR
Morocco,2004,Refugees,1318,MAR
Morocco,2005,Asylum-seekers,463,MAR
Morocco,2005,Refugees,2920,MAR
Morocco,2006,Asylum-seekers,589,MAR
Morocco,2006,Refugees,4710,MAR
Morocco,2007,Asylum-seekers,466,MAR
Morocco,2007,Refugees,4039,MAR
Morocco,2008,Asylum-seekers,534,MAR
Morocco,2008,Refugees,3533,MAR
Morocco,2009,Asylum-seekers,610,MAR
Morocco,2009,Refugees,2286,MAR
Morocco,2010,Asylum-seekers,846,MAR
Morocco,2010,Refugees,2284,MAR
Morocco,2011,Asylum-seekers,1153,MAR
Morocco,2011,Refugees,2312,MAR
Morocco,2012,Asylum-seekers,1786,MAR
Morocco,2012,Refugees,2407,MAR
Morocco,2013,Asylum-seekers,2875,MAR
Morocco,2013,Refugees,1308,MAR
Morocco,2014,Asylum-seekers,3473,MAR
Morocco,2014,Refugees,1539,MAR
Morocco,2015,Asylum-seekers,5602,MAR
Morocco,2015,Refugees,1786,MAR
Morocco,2016,Asylum-seekers,7202,MAR
Morocco,2016,Refugees,2262,MAR
Morocco,2017,Asylum-seekers,6842,MAR
Morocco,2017,Refugees,3064,MAR
Mozambique,1964,Refugees,10000,MOZ
Mozambique,1965,Refugees,17000,MOZ
Mozambique,1966,Refugees,20800,MOZ
Mozambique,1967,Refugees,27750,MOZ
Mozambique,1968,Refugees,33750,MOZ
Mozambique,1969,Refugees,43120,MOZ
Mozambique,1970,Refugees,60070,MOZ
Mozambique,1971,Refugees,60410,MOZ
Mozambique,1972,Refugees,64400,MOZ
Mozambique,1973,Refugees,69800,MOZ
Mozambique,1974,Refugees,80960,MOZ
Mozambique,1975,Refugees,34750,MOZ
Mozambique,1976,Refugees,580,MOZ
Mozambique,1977,Refugees,120,MOZ
Mozambique,1978,Refugees,130,MOZ
Mozambique,1979,Refugees,370,MOZ
Mozambique,1980,Refugees,120,MOZ
Mozambique,1981,Refugees,5170,MOZ
Mozambique,1982,Refugees,20200,MOZ
Mozambique,1983,Refugees,50200,MOZ
Mozambique,1984,Refugees,51200,MOZ
Mozambique,1985,Refugees,72250,MOZ
Mozambique,1986,Refugees,193550,MOZ
Mozambique,1987,Refugees,635000,MOZ
Mozambique,1988,Refugees,921238,MOZ
Mozambique,1989,Refugees,1120758,MOZ
Mozambique,1990,Refugees,1247992,MOZ
Mozambique,1991,Refugees,1316636,MOZ
Mozambique,1992,Refugees,1445474,MOZ
Mozambique,1993,Refugees,1172550,MOZ
Mozambique,1994,Refugees,234497,MOZ
Mozambique,1995,Refugees,125562,MOZ
Mozambique,1996,Refugees,34657,MOZ
Mozambique,1997,Refugees,33652,MOZ
Mozambique,1998,Refugees,59,MOZ
Mozambique,1999,Refugees,35,MOZ
Mozambique,2000,Asylum-seekers,6,MOZ
Mozambique,2000,Refugees,30,MOZ
Mozambique,2001,Asylum-seekers,21,MOZ
Mozambique,2001,Refugees,46,MOZ
Mozambique,2002,Asylum-seekers,49,MOZ
Mozambique,2002,Refugees,130,MOZ
Mozambique,2003,Asylum-seekers,168,MOZ
Mozambique,2003,Refugees,111,MOZ
Mozambique,2004,Asylum-seekers,314,MOZ
Mozambique,2004,Refugees,104,MOZ
Mozambique,2005,Asylum-seekers,371,MOZ
Mozambique,2005,Refugees,104,MOZ
Mozambique,2006,Asylum-seekers,15,MOZ
Mozambique,2006,Refugees,231,MOZ
Mozambique,2007,Asylum-seekers,684,MOZ
Mozambique,2007,Refugees,222,MOZ
Mozambique,2008,Asylum-seekers,682,MOZ
Mozambique,2008,Refugees,208,MOZ
Mozambique,2009,Asylum-seekers,9,MOZ
Mozambique,2009,Refugees,136,MOZ
Mozambique,2010,Asylum-seekers,19,MOZ
Mozambique,2010,Refugees,131,MOZ
Mozambique,2011,Asylum-seekers,357,MOZ
Mozambique,2011,Refugees,155,MOZ
Mozambique,2012,Asylum-seekers,870,MOZ
Mozambique,2012,Refugees,160,MOZ
Mozambique,2013,Asylum-seekers,1436,MOZ
Mozambique,2013,Refugees,56,MOZ
Mozambique,2014,Asylum-seekers,1411,MOZ
Mozambique,2014,Refugees,58,MOZ
Mozambique,2015,Asylum-seekers,2203,MOZ
Mozambique,2015,Refugees,57,MOZ
Mozambique,2016,Asylum-seekers,5712,MOZ
Mozambique,2016,Refugees,50,MOZ
Mozambique,2017,Asylum-seekers,12568,MOZ
Mozambique,2017,Refugees,38,MOZ
Myanmar,1972,Refugees,5700,MMR
Myanmar,1978,Refugees,160000,MMR
Myanmar,1988,Refugees,7,MMR
Myanmar,1989,Refugees,4,MMR
Myanmar,1990,Refugees,28,MMR
Myanmar,1991,Refugees,40053,MMR
Myanmar,1992,Refugees,245130,MMR
Myanmar,1993,Refugees,281574,MMR
Myanmar,1994,Refugees,204510,MMR
Myanmar,1995,Refugees,152298,MMR
Myanmar,1996,Refugees,143017,MMR
Myanmar,1997,Refugees,135772,MMR
Myanmar,1998,Refugees,133407,MMR
Myanmar,1999,Refugees,131663,MMR
Myanmar,2000,Asylum-seekers,1021,MMR
Myanmar,2000,Refugees,137128,MMR
Myanmar,2001,Asylum-seekers,1132,MMR
Myanmar,2001,Refugees,145856,MMR
Myanmar,2002,Asylum-seekers,2036,MMR
Myanmar,2002,Refugees,148501,MMR
Myanmar,2003,Asylum-seekers,10561,MMR
Myanmar,2003,Refugees,151384,MMR
Myanmar,2004,Asylum-seekers,10506,MMR
Myanmar,2004,Refugees,161013,MMR
Myanmar,2005,Asylum-seekers,41135,MMR
Myanmar,2005,Refugees,164864,MMR
Myanmar,2006,Asylum-seekers,26316,MMR
Myanmar,2006,Refugees,202826,MMR
Myanmar,2007,Asylum-seekers,19026,MMR
Myanmar,2007,Refugees,191313,MMR
Myanmar,2008,Asylum-seekers,22338,MMR
Myanmar,2008,Refugees,184413,MMR
Myanmar,2009,Asylum-seekers,22583,MMR
Myanmar,2009,Refugees,406669,MMR
Myanmar,2010,Asylum-seekers,22270,MMR
Myanmar,2010,Refugees,415670,MMR
Myanmar,2011,Asylum-seekers,24112,MMR
Myanmar,2011,Refugees,414626,MMR
Myanmar,2012,Asylum-seekers,25633,MMR
Myanmar,2012,Refugees,415371,MMR
Myanmar,2013,Asylum-seekers,44974,MMR
Myanmar,2013,Refugees,479606,MMR
Myanmar,2014,Asylum-seekers,51357,MMR
Myanmar,2014,Refugees,479006,MMR
Myanmar,2015,Asylum-seekers,60616,MMR
Myanmar,2015,Refugees,451805,MMR
Myanmar,2016,Asylum-seekers,55976,MMR
Myanmar,2016,Refugees,490289,MMR
Myanmar,2017,Asylum-seekers,41062,MMR
Myanmar,2017,Refugees,1156732,MMR
Namibia,1966,Refugees,180,NAM
Namibia,1967,Refugees,230,NAM
Namibia,1968,Refugees,1330,NAM
Namibia,1969,Refugees,840,NAM
Namibia,1970,Refugees,900,NAM
Namibia,1971,Refugees,900,NAM
Namibia,1972,Refugees,1000,NAM
Namibia,1973,Refugees,3410,NAM
Namibia,1974,Refugees,3420,NAM
Namibia,1975,Refugees,3970,NAM
Namibia,1976,Refugees,9020,NAM
Namibia,1977,Refugees,12930,NAM
Namibia,1978,Refugees,35760,NAM
Namibia,1979,Refugees,40580,NAM
Namibia,1980,Refugees,55620,NAM
Namibia,1981,Refugees,74520,NAM
Namibia,1982,Refugees,75170,NAM
Namibia,1983,Refugees,75112,NAM
Namibia,1984,Refugees,77552,NAM
Namibia,1985,Refugees,76916,NAM
Namibia,1986,Refugees,76966,NAM
Namibia,1987,Refugees,75726,NAM
Namibia,1988,Refugees,76591,NAM
Namibia,1989,Refugees,3704,NAM
Namibia,1990,Refugees,532,NAM
Namibia,1991,Refugees,204,NAM
Namibia,1992,Refugees,15,NAM
Namibia,1993,Refugees,133,NAM
Namibia,1994,Refugees,65,NAM
Namibia,1995,Refugees,13,NAM
Namibia,1996,Refugees,12,NAM
Namibia,1997,Refugees,2,NAM
Namibia,1998,Refugees,1902,NAM
Namibia,1999,Refugees,701,NAM
Namibia,2000,Asylum-seekers,8,NAM
Namibia,2000,Refugees,2308,NAM
Namibia,2001,Asylum-seekers,153,NAM
Namibia,2001,Refugees,2297,NAM
Namibia,2002,Asylum-seekers,183,NAM
Namibia,2002,Refugees,1302,NAM
Namibia,2003,Asylum-seekers,187,NAM
Namibia,2003,Refugees,1293,NAM
Namibia,2004,Asylum-seekers,182,NAM
Namibia,2004,Refugees,1314,NAM
Namibia,2005,Asylum-seekers,41,NAM
Namibia,2005,Refugees,1226,NAM
Namibia,2006,Asylum-seekers,20,NAM
Namibia,2006,Refugees,1202,NAM
Namibia,2007,Asylum-seekers,21,NAM
Namibia,2007,Refugees,1128,NAM
Namibia,2008,Asylum-seekers,28,NAM
Namibia,2008,Refugees,985,NAM
Namibia,2009,Asylum-seekers,48,NAM
Namibia,2009,Refugees,921,NAM
Namibia,2010,Asylum-seekers,347,NAM
Namibia,2010,Refugees,1017,NAM
Namibia,2011,Asylum-seekers,1094,NAM
Namibia,2011,Refugees,1073,NAM
Namibia,2012,Asylum-seekers,583,NAM
Namibia,2012,Refugees,1098,NAM
Namibia,2013,Asylum-seekers,288,NAM
Namibia,2013,Refugees,1143,NAM
Namibia,2014,Asylum-seekers,53,NAM
Namibia,2014,Refugees,1253,NAM
Namibia,2015,Asylum-seekers,74,NAM
Namibia,2015,Refugees,1277,NAM
Namibia,2016,Asylum-seekers,141,NAM
Namibia,2016,Refugees,1366,NAM
Namibia,2017,Asylum-seekers,206,NAM
Namibia,2017,Refugees,1358,NAM
Nauru,1999,Refugees,3,NRU
Nauru,2000,Refugees,3,NRU
Nauru,2001,Asylum-seekers,1,NRU
Nauru,2002,Asylum-seekers,1,NRU
Nauru,2003,Asylum-seekers,1,NRU
Nauru,2003,Refugees,3,NRU
Nauru,2004,Asylum-seekers,1,NRU
Nauru,2005,Asylum-seekers,3,NRU
Nauru,2006,Refugees,3,NRU
Nauru,2007,Asylum-seekers,1,NRU
Nauru,2007,Refugees,3,NRU
Nauru,2008,Asylum-seekers,1,NRU
Nauru,2008,Refugees,3,NRU
Nauru,2009,Asylum-seekers,0,NRU
Nauru,2011,Asylum-seekers,3,NRU
Nauru,2012,Asylum-seekers,0,NRU
Nauru,2014,Asylum-seekers,0,NRU
Nauru,2014,Refugees,0,NRU
Nauru,2015,Asylum-seekers,1,NRU
Nauru,2015,Refugees,0,NRU
Nepal,1992,Refugees,1,NPL
Nepal,1993,Refugees,1,NPL
Nepal,1994,Refugees,4,NPL
Nepal,1995,Refugees,27,NPL
Nepal,1996,Refugees,44,NPL
Nepal,1997,Refugees,52,NPL
Nepal,1998,Refugees,101,NPL
Nepal,1999,Refugees,186,NPL
Nepal,2000,Asylum-seekers,445,NPL
Nepal,2000,Refugees,235,NPL
Nepal,2001,Asylum-seekers,551,NPL
Nepal,2001,Refugees,306,NPL
Nepal,2002,Asylum-seekers,606,NPL
Nepal,2002,Refugees,902,NPL
Nepal,2003,Asylum-seekers,727,NPL
Nepal,2003,Refugees,1231,NPL
Nepal,2004,Asylum-seekers,1312,NPL
Nepal,2004,Refugees,1416,NPL
Nepal,2005,Asylum-seekers,2425,NPL
Nepal,2005,Refugees,2065,NPL
Nepal,2006,Asylum-seekers,2431,NPL
Nepal,2006,Refugees,2647,NPL
Nepal,2007,Asylum-seekers,2148,NPL
Nepal,2007,Refugees,3364,NPL
Nepal,2008,Asylum-seekers,2112,NPL
Nepal,2008,Refugees,4189,NPL
Nepal,2009,Asylum-seekers,1815,NPL
Nepal,2009,Refugees,5108,NPL
Nepal,2010,Asylum-seekers,1177,NPL
Nepal,2010,Refugees,5889,NPL
Nepal,2011,Asylum-seekers,2019,NPL
Nepal,2011,Refugees,6854,NPL
Nepal,2012,Asylum-seekers,2521,NPL
Nepal,2012,Refugees,7612,NPL
Nepal,2013,Asylum-seekers,3802,NPL
Nepal,2013,Refugees,8110,NPL
Nepal,2014,Asylum-seekers,6717,NPL
Nepal,2014,Refugees,8563,NPL
Nepal,2015,Asylum-seekers,8969,NPL
Nepal,2015,Refugees,9063,NPL
Nepal,2016,Asylum-seekers,11538,NPL
Nepal,2016,Refugees,8377,NPL
Nepal,2017,Asylum-seekers,13153,NPL
Nepal,2017,Refugees,8399,NPL
Netherlands,1994,Refugees,75,NLD
Netherlands,1995,Refugees,85,NLD
Netherlands,1996,Refugees,96,NLD
Netherlands,1997,Refugees,77,NLD
Netherlands,1998,Refugees,57,NLD
Netherlands,1999,Refugees,29,NLD
Netherlands,2000,Asylum-seekers,133,NLD
Netherlands,2000,Refugees,15,NLD
Netherlands,2001,Asylum-seekers,87,NLD
Netherlands,2001,Refugees,4,NLD
Netherlands,2002,Asylum-seekers,90,NLD
Netherlands,2002,Refugees,30,NLD
Netherlands,2003,Asylum-seekers,92,NLD
Netherlands,2003,Refugees,44,NLD
Netherlands,2004,Asylum-seekers,115,NLD
Netherlands,2004,Refugees,48,NLD
Netherlands,2005,Asylum-seekers,42,NLD
Netherlands,2005,Refugees,159,NLD
Netherlands,2006,Asylum-seekers,40,NLD
Netherlands,2006,Refugees,39,NLD
Netherlands,2007,Asylum-seekers,21,NLD
Netherlands,2007,Refugees,43,NLD
Netherlands,2008,Asylum-seekers,28,NLD
Netherlands,2008,Refugees,46,NLD
Netherlands,2009,Asylum-seekers,31,NLD
Netherlands,2009,Refugees,44,NLD
Netherlands,2010,Asylum-seekers,24,NLD
Netherlands,2010,Refugees,53,NLD
Netherlands,2011,Asylum-seekers,41,NLD
Netherlands,2011,Refugees,64,NLD
Netherlands,2012,Asylum-seekers,34,NLD
Netherlands,2012,Refugees,71,NLD
Netherlands,2013,Asylum-seekers,30,NLD
Netherlands,2013,Refugees,64,NLD
Netherlands,2014,Asylum-seekers,41,NLD
Netherlands,2014,Refugees,68,NLD
Netherlands,2015,Asylum-seekers,56,NLD
Netherlands,2015,Refugees,69,NLD
Netherlands,2016,Asylum-seekers,49,NLD
Netherlands,2016,Refugees,37,NLD
Netherlands,2017,Asylum-seekers,65,NLD
Netherlands,2017,Refugees,34,NLD
New Caledonia,2005,Asylum-seekers,7,NCL
New Caledonia,2006,Asylum-seekers,1,NCL
New Caledonia,2008,Asylum-seekers,2,NCL
New Caledonia,2011,Asylum-seekers,0,NCL
New Zealand,2000,Asylum-seekers,2,NZL
New Zealand,2001,Asylum-seekers,6,NZL
New Zealand,2002,Asylum-seekers,6,NZL
New Zealand,2002,Refugees,2,NZL
New Zealand,2003,Asylum-seekers,6,NZL
New Zealand,2003,Refugees,1,NZL
New Zealand,2004,Asylum-seekers,3,NZL
New Zealand,2004,Refugees,3,NZL
New Zealand,2005,Asylum-seekers,5,NZL
New Zealand,2005,Refugees,4,NZL
New Zealand,2006,Asylum-seekers,7,NZL
New Zealand,2006,Refugees,8,NZL
New Zealand,2007,Asylum-seekers,5,NZL
New Zealand,2007,Refugees,13,NZL
New Zealand,2008,Asylum-seekers,8,NZL
New Zealand,2008,Refugees,10,NZL
New Zealand,2009,Asylum-seekers,2,NZL
New Zealand,2009,Refugees,10,NZL
New Zealand,2010,Asylum-seekers,4,NZL
New Zealand,2010,Refugees,15,NZL
New Zealand,2011,Asylum-seekers,10,NZL
New Zealand,2011,Refugees,18,NZL
New Zealand,2012,Asylum-seekers,9,NZL
New Zealand,2012,Refugees,20,NZL
New Zealand,2013,Asylum-seekers,8,NZL
New Zealand,2013,Refugees,17,NZL
New Zealand,2014,Asylum-seekers,16,NZL
New Zealand,2014,Refugees,17,NZL
New Zealand,2015,Asylum-seekers,13,NZL
New Zealand,2015,Refugees,19,NZL
New Zealand,2016,Asylum-seekers,18,NZL
New Zealand,2016,Refugees,28,NZL
New Zealand,2017,Asylum-seekers,27,NZL
New Zealand,2017,Refugees,34,NZL
Nicaragua,1978,Refugees,144800,NIC
Nicaragua,1979,Refugees,16600,NIC
Nicaragua,1980,Refugees,960,NIC
Nicaragua,1981,Refugees,2500,NIC
Nicaragua,1982,Refugees,18970,NIC
Nicaragua,1983,Refugees,23520,NIC
Nicaragua,1984,Refugees,35020,NIC
Nicaragua,1985,Refugees,52650,NIC
Nicaragua,1986,Refugees,67550,NIC
Nicaragua,1987,Refugees,68540,NIC
Nicaragua,1988,Refugees,86565,NIC
Nicaragua,1989,Refugees,97700,NIC
Nicaragua,1990,Refugees,52618,NIC
Nicaragua,1991,Refugees,46789,NIC
Nicaragua,1992,Refugees,44275,NIC
Nicaragua,1993,Refugees,33052,NIC
Nicaragua,1994,Refugees,28591,NIC
Nicaragua,1995,Refugees,23938,NIC
Nicaragua,1996,Refugees,22820,NIC
Nicaragua,1997,Refugees,22494,NIC
Nicaragua,1998,Refugees,21389,NIC
Nicaragua,1999,Refugees,20573,NIC
Nicaragua,2000,Asylum-seekers,13139,NIC
Nicaragua,2000,Refugees,5071,NIC
Nicaragua,2001,Asylum-seekers,13178,NIC
Nicaragua,2001,Refugees,4399,NIC
Nicaragua,2002,Asylum-seekers,9940,NIC
Nicaragua,2002,Refugees,4050,NIC
Nicaragua,2003,Asylum-seekers,6862,NIC
Nicaragua,2003,Refugees,3983,NIC
Nicaragua,2004,Asylum-seekers,6241,NIC
Nicaragua,2004,Refugees,1821,NIC
Nicaragua,2005,Asylum-seekers,4426,NIC
Nicaragua,2005,Refugees,1463,NIC
Nicaragua,2006,Asylum-seekers,2301,NIC
Nicaragua,2006,Refugees,1828,NIC
Nicaragua,2007,Asylum-seekers,825,NIC
Nicaragua,2007,Refugees,1900,NIC
Nicaragua,2008,Asylum-seekers,468,NIC
Nicaragua,2008,Refugees,1537,NIC
Nicaragua,2009,Asylum-seekers,437,NIC
Nicaragua,2009,Refugees,1478,NIC
Nicaragua,2010,Asylum-seekers,159,NIC
Nicaragua,2010,Refugees,1431,NIC
Nicaragua,2011,Asylum-seekers,139,NIC
Nicaragua,2011,Refugees,1468,NIC
Nicaragua,2012,Asylum-seekers,123,NIC
Nicaragua,2012,Refugees,1531,NIC
Nicaragua,2013,Asylum-seekers,515,NIC
Nicaragua,2013,Refugees,1538,NIC
Nicaragua,2014,Asylum-seekers,727,NIC
Nicaragua,2014,Refugees,1587,NIC
Nicaragua,2015,Asylum-seekers,1248,NIC
Nicaragua,2015,Refugees,1476,NIC
Nicaragua,2016,Asylum-seekers,2126,NIC
Nicaragua,2016,Refugees,1419,NIC
Nicaragua,2017,Asylum-seekers,2719,NIC
Nicaragua,2017,Refugees,1467,NIC
Niger,1991,Refugees,2,NER
Niger,1992,Refugees,22008,NER
Niger,1993,Refugees,22307,NER
Niger,1994,Refugees,22024,NER
Niger,1995,Refugees,10291,NER
Niger,1996,Refugees,10361,NER
Niger,1997,Refugees,2788,NER
Niger,1998,Refugees,423,NER
Niger,1999,Refugees,514,NER
Niger,2000,Asylum-seekers,253,NER
Niger,2000,Refugees,493,NER
Niger,2001,Asylum-seekers,418,NER
Niger,2001,Refugees,483,NER
Niger,2002,Asylum-seekers,564,NER
Niger,2002,Refugees,834,NER
Niger,2003,Asylum-seekers,459,NER
Niger,2003,Refugees,728,NER
Niger,2004,Asylum-seekers,360,NER
Niger,2004,Refugees,689,NER
Niger,2005,Asylum-seekers,591,NER
Niger,2005,Refugees,655,NER
